DXEF,DXCD,DXAB,市板,样本,→ZE>0,→ZE>0+ZC>0,→ZE>0+ZC>0+ZA>0,下日DSHR>0,下日DSHR>1,下日DSHR>2,均HR,中位HR
尿,上,上,全量,5816,86.7,84.7,79.7,80.8,49.4,30.2,1.84,0.98
尿,上,上,Qd,5816,86.7,84.7,79.7,87.0,19.1,8.8,1.84,0.98
尿,上,上,Qe,5816,86.7,84.7,79.7,62.8,20.9,6.6,1.84,0.98
尿,上,上,Qif,5816,86.7,84.7,79.7,85.1,55.5,33.8,1.84,0.98
尿,上,上,Qic,5816,86.7,84.7,79.7,87.1,61.0,39.2,1.84,0.98
尿,上,上,Qimit,5816,86.7,84.7,79.7,84.2,60.9,39.5,1.84,0.98
尿,上,上,Qin,5816,86.7,84.7,79.7,87.5,62.1,40.7,1.84,0.98
尿,上,中,全量,523,45.9,43.6,28.3,79.0,48.6,29.1,1.54,0.91
尿,上,中,Qd,523,45.9,43.6,28.3,93.1,20.7,3.4,1.54,0.91
尿,上,中,Qe,523,45.9,43.6,28.3,49.1,8.8,4.4,1.54,0.91
尿,上,中,Qif,523,45.9,43.6,28.3,90.6,68.8,37.5,1.54,0.91
尿,上,中,Qic,523,45.9,43.6,28.3,85.0,60.0,40.0,1.54,0.91
尿,上,中,Qimit,523,45.9,43.6,28.3,89.3,62.5,38.4,1.54,0.91
尿,上,中,Qin,523,45.9,43.6,28.3,79.8,61.9,38.1,1.54,0.91
尿,上,下,全量,557,24.6,20.8,13.3,80.3,53.0,27.5,1.43,1.05
尿,上,下,Qd,557,24.6,20.8,13.3,63.9,13.9,2.8,1.43,1.05
尿,上,下,Qe,557,24.6,20.8,13.3,58.7,29.3,8.7,1.43,1.05
尿,上,下,Qif,557,24.6,20.8,13.3,73.9,52.2,26.1,1.43,1.05
尿,上,下,Qic,557,24.6,20.8,13.3,98.0,68.0,48.0,1.43,1.05
尿,上,下,Qimit,557,24.6,20.8,13.3,86.0,61.6,32.6,1.43,1.05
尿,上,下,Qin,557,24.6,20.8,13.3,84.2,59.6,30.7,1.43,1.05
尿,上,忐,全量,1474,71.8,66.8,66.5,82.0,47.2,27.1,1.67,0.92
尿,上,忐,Qd,1474,71.8,66.8,66.5,90.3,23.6,6.9,1.67,0.92
尿,上,忐,Qe,1474,71.8,66.8,66.5,56.4,15.6,5.8,1.67,0.92
尿,上,忐,Qif,1474,71.8,66.8,66.5,73.2,43.7,26.8,1.67,0.92
尿,上,忐,Qic,1474,71.8,66.8,66.5,86.6,55.9,30.7,1.67,0.92
尿,上,忐,Qimit,1474,71.8,66.8,66.5,89.0,59.3,35.5,1.67,0.92
尿,上,忐,Qin,1474,71.8,66.8,66.5,88.4,62.7,39.9,1.67,0.92
尿,上,忠,全量,225,44.9,39.1,37.8,80.9,44.0,26.2,1.39,0.75
尿,上,忠,Qd,225,44.9,39.1,37.8,90.0,22.5,15.0,1.39,0.75
尿,上,忠,Qe,225,44.9,39.1,37.8,55.6,20.0,8.9,1.39,0.75
尿,上,忠,Qif,225,44.9,39.1,37.8,80.0,60.0,20.0,1.39,0.75
尿,上,忠,Qic,225,44.9,39.1,37.8,84.2,63.2,47.4,1.39,0.75
尿,上,忠,Qimit,225,44.9,39.1,37.8,89.0,57.5,35.6,1.39,0.75
尿,上,忠,Qin,225,44.9,39.1,37.8,84.2,55.3,31.6,1.39,0.75
尿,上,忑,全量,272,23.2,22.4,19.5,86.8,53.3,28.7,1.44,1.13
尿,上,忑,Qd,272,23.2,22.4,19.5,92.0,20.0,8.0,1.44,1.13
尿,上,忑,Qe,272,23.2,22.4,19.5,57.1,14.3,0.0,1.44,1.13
尿,上,忑,Qif,272,23.2,22.4,19.5,94.1,58.8,23.5,1.44,1.13
尿,上,忑,Qic,272,23.2,22.4,19.5,100.0,52.6,26.3,1.44,1.13
尿,上,忑,Qimit,272,23.2,22.4,19.5,90.3,67.7,38.7,1.44,1.13
尿,上,忑,Qin,272,23.2,22.4,19.5,84.7,54.2,32.2,1.44,1.13
尿,中,下,全量,211,34.6,16.1,11.8,68.2,32.7,13.7,0.71,0.4
尿,中,下,Qd,211,34.6,16.1,11.8,22.2,11.1,0.0,0.71,0.4
尿,中,下,Qe,211,34.6,16.1,11.8,60.2,16.8,7.1,0.71,0.4
尿,中,下,Qif,211,34.6,16.1,11.8,83.3,50.0,16.7,0.71,0.4
尿,中,下,Qic,211,34.6,16.1,11.8,88.9,66.7,22.2,0.71,0.4
尿,中,下,Qimit,211,34.6,16.1,11.8,93.9,63.3,30.6,0.71,0.4
尿,中,下,Qin,211,34.6,16.1,11.8,81.2,50.0,18.8,0.71,0.4
尿,中,忐,全量,292,66.1,44.2,44.2,78.4,45.5,27.1,1.59,0.84
尿,中,忐,Qd,292,66.1,44.2,44.2,84.0,16.0,4.0,1.59,0.84
尿,中,忐,Qe,292,66.1,44.2,44.2,50.9,14.0,8.8,1.59,0.84
尿,中,忐,Qif,292,66.1,44.2,44.2,88.2,52.9,23.5,1.59,0.84
尿,中,忐,Qic,292,66.1,44.2,44.2,70.8,45.8,16.7,1.59,0.84
尿,中,忐,Qimit,292,66.1,44.2,44.2,84.7,55.1,37.3,1.59,0.84
尿,中,忐,Qin,292,66.1,44.2,44.2,92.2,70.6,41.2,1.59,0.84
尿,中,忠,全量,270,50.4,30.7,30.7,69.6,38.9,21.1,1.22,0.55
尿,中,忠,Qd,270,50.4,30.7,30.7,73.3,20.0,0.0,1.22,0.55
尿,中,忠,Qe,270,50.4,30.7,30.7,39.5,4.7,0.0,1.22,0.55
尿,中,忠,Qif,270,50.4,30.7,30.7,75.0,58.3,33.3,1.22,0.55
尿,中,忠,Qic,270,50.4,30.7,30.7,58.3,58.3,33.3,1.22,0.55
尿,中,忠,Qimit,270,50.4,30.7,30.7,93.8,63.5,32.3,1.22,0.55
尿,中,忠,Qin,270,50.4,30.7,30.7,75.5,46.9,36.7,1.22,0.55
尿,中,忑,全量,478,29.1,16.3,15.5,76.4,42.7,21.1,1.1,0.69
尿,中,忑,Qd,478,29.1,16.3,15.5,96.9,35.9,15.6,1.1,0.69
尿,中,忑,Qe,478,29.1,16.3,15.5,47.3,9.8,0.9,1.1,0.69
尿,中,忑,Qif,478,29.1,16.3,15.5,85.7,52.4,38.1,1.1,0.69
尿,中,忑,Qic,478,29.1,16.3,15.5,87.2,53.2,23.4,1.1,0.69
尿,中,忑,Qimit,478,29.1,16.3,15.5,82.4,60.4,35.2,1.1,0.69
尿,中,忑,Qin,478,29.1,16.3,15.5,80.0,50.7,20.0,1.1,0.69
尿,下,下,全量,643,19.4,13.2,10.3,71.4,38.4,23.3,1.1,0.54
尿,下,下,Qd,643,19.4,13.2,10.3,79.4,44.1,20.6,1.1,0.54
尿,下,下,Qe,643,19.4,13.2,10.3,62.2,15.9,9.5,1.1,0.54
尿,下,下,Qif,643,19.4,13.2,10.3,80.8,50.0,30.8,1.1,0.54
尿,下,下,Qic,643,19.4,13.2,10.3,86.2,75.9,41.4,1.1,0.54
尿,下,下,Qimit,643,19.4,13.2,10.3,80.4,61.3,38.7,1.1,0.54
尿,下,下,Qin,643,19.4,13.2,10.3,77.6,61.8,39.5,1.1,0.54
尿,下,忐,全量,755,57.4,27.3,27.3,82.8,50.6,29.4,1.74,1.01
尿,下,忐,Qd,755,57.4,27.3,27.3,80.0,21.8,3.6,1.74,1.01
尿,下,忐,Qe,755,57.4,27.3,27.3,71.3,26.4,8.5,1.74,1.01
尿,下,忐,Qif,755,57.4,27.3,27.3,83.3,54.8,33.3,1.74,1.01
尿,下,忐,Qic,755,57.4,27.3,27.3,88.7,64.2,39.6,1.74,1.01
尿,下,忐,Qimit,755,57.4,27.3,27.3,84.6,58.8,35.0,1.74,1.01
尿,下,忐,Qin,755,57.4,27.3,27.3,87.8,58.3,40.3,1.74,1.01
尿,下,忠,全量,3368,23.4,8.8,8.8,78.7,48.8,27.7,1.56,0.95
尿,下,忠,Qd,3368,23.4,8.8,8.8,78.4,32.6,8.8,1.56,0.95
尿,下,忠,Qe,3368,23.4,8.8,8.8,56.4,20.5,7.4,1.56,0.95
尿,下,忠,Qif,3368,23.4,8.8,8.8,75.7,43.2,24.3,1.56,0.95
尿,下,忠,Qic,3368,23.4,8.8,8.8,78.9,47.5,24.9,1.56,0.95
尿,下,忠,Qimit,3368,23.4,8.8,8.8,84.0,56.6,34.1,1.56,0.95
尿,下,忠,Qin,3368,23.4,8.8,8.8,84.3,60.5,37.2,1.56,0.95
尿,下,忑,全量,29453,3.8,1.8,1.8,82.7,54.1,31.2,1.74,1.14
尿,下,忑,Qd,29453,3.8,1.8,1.8,81.7,36.4,14.5,1.74,1.14
尿,下,忑,Qe,29453,3.8,1.8,1.8,70.1,26.5,11.1,1.74,1.14
尿,下,忑,Qif,29453,3.8,1.8,1.8,80.2,54.8,31.4,1.74,1.14
尿,下,忑,Qic,29453,3.8,1.8,1.8,84.6,56.8,32.3,1.74,1.14
尿,下,忑,Qimit,29453,3.8,1.8,1.8,85.2,60.2,35.7,1.74,1.14
尿,下,忑,Qin,29453,3.8,1.8,1.8,85.0,62.5,38.8,1.74,1.14
尿,忐,上,全量,95762,49.9,49.8,49.1,84.7,56.4,34.9,2.03,1.23
尿,忐,上,Qd,95762,49.9,49.8,49.1,85.2,30.5,9.5,2.03,1.23
尿,忐,上,Qe,95762,49.9,49.8,49.1,76.0,32.8,12.4,2.03,1.23
尿,忐,上,Qif,95762,49.9,49.8,49.1,84.5,56.2,33.0,2.03,1.23
尿,忐,上,Qic,95762,49.9,49.8,49.1,85.7,60.2,37.9,2.03,1.23
尿,忐,上,Qimit,95762,49.9,49.8,49.1,85.0,60.3,39.0,2.03,1.23
尿,忐,上,Qin,95762,49.9,49.8,49.1,85.7,61.3,39.9,2.03,1.23
尿,忐,中,全量,5585,13.8,13.8,11.2,87.6,60.0,35.0,1.88,1.33
尿,忐,中,Qd,5585,13.8,13.8,11.2,88.3,43.9,18.6,1.88,1.33
尿,忐,中,Qe,5585,13.8,13.8,11.2,80.1,30.1,12.5,1.88,1.33
尿,忐,中,Qif,5585,13.8,13.8,11.2,84.9,55.4,29.7,1.88,1.33
尿,忐,中,Qic,5585,13.8,13.8,11.2,87.5,63.0,37.0,1.88,1.33
尿,忐,中,Qimit,5585,13.8,13.8,11.2,88.4,63.4,37.9,1.88,1.33
尿,忐,中,Qin,5585,13.8,13.8,11.2,87.8,62.4,37.9,1.88,1.33
尿,忐,下,全量,1075,7.1,7.1,6.0,87.2,58.6,32.5,1.8,1.29
尿,忐,下,Qd,1075,7.1,7.1,6.0,81.7,30.0,1.7,1.8,1.29
尿,忐,下,Qe,1075,7.1,7.1,6.0,73.2,31.7,12.2,1.8,1.29
尿,忐,下,Qif,1075,7.1,7.1,6.0,86.4,51.5,30.3,1.8,1.29
尿,忐,下,Qic,1075,7.1,7.1,6.0,85.7,57.9,31.7,1.8,1.29
尿,忐,下,Qimit,1075,7.1,7.1,6.0,88.0,63.6,36.6,1.8,1.29
尿,忐,下,Qin,1075,7.1,7.1,6.0,90.0,61.4,35.3,1.8,1.29
尿,忐,忐,全量,2316,56.9,56.2,56.1,83.4,53.2,33.2,1.99,1.14
尿,忐,忐,Qd,2316,56.9,56.2,56.1,82.1,25.5,7.1,1.99,1.14
尿,忐,忐,Qe,2316,56.9,56.2,56.1,66.5,23.1,9.5,1.99,1.14
尿,忐,忐,Qif,2316,56.9,56.2,56.1,86.1,58.3,34.4,1.99,1.14
尿,忐,忐,Qic,2316,56.9,56.2,56.1,86.1,59.3,39.8,1.99,1.14
尿,忐,忐,Qimit,2316,56.9,56.2,56.1,85.6,59.8,38.9,1.99,1.14
尿,忐,忐,Qin,2316,56.9,56.2,56.1,85.7,60.9,40.2,1.99,1.14
尿,忐,忑,全量,149,10.1,10.1,9.4,84.6,55.0,34.2,1.79,1.21
尿,忐,忑,Qd,149,10.1,10.1,9.4,100.0,55.6,11.1,1.79,1.21
尿,忐,忑,Qe,149,10.1,10.1,9.4,25.0,25.0,0.0,1.79,1.21
尿,忐,忑,Qif,149,10.1,10.1,9.4,80.0,80.0,60.0,1.79,1.21
尿,忐,忑,Qic,149,10.1,10.1,9.4,65.4,38.5,26.9,1.79,1.21
尿,忐,忑,Qimit,149,10.1,10.1,9.4,92.2,62.7,45.1,1.79,1.21
尿,忐,忑,Qin,149,10.1,10.1,9.4,88.9,55.6,31.5,1.79,1.21
尿,忠,上,全量,161508,5.4,5.3,5.3,85.8,55.8,33.3,1.89,1.2
尿,忠,上,Qd,161508,5.4,5.3,5.3,85.9,34.9,12.4,1.89,1.2
尿,忠,上,Qe,161508,5.4,5.3,5.3,78.2,35.1,12.2,1.89,1.2
尿,忠,上,Qif,161508,5.4,5.3,5.3,83.9,55.8,33.0,1.89,1.2
尿,忠,上,Qic,161508,5.4,5.3,5.3,85.6,58.8,36.2,1.89,1.2
尿,忠,上,Qimit,161508,5.4,5.3,5.3,86.4,59.3,36.9,1.89,1.2
尿,忠,上,Qin,161508,5.4,5.3,5.3,86.8,60.2,37.8,1.89,1.2
尿,忠,中,全量,17852,1.7,1.7,1.7,87.9,59.1,34.4,1.89,1.3
尿,忠,中,Qd,17852,1.7,1.7,1.7,90.0,44.8,19.3,1.89,1.3
尿,忠,中,Qe,17852,1.7,1.7,1.7,76.2,28.7,10.9,1.89,1.3
尿,忠,中,Qif,17852,1.7,1.7,1.7,85.0,58.3,33.8,1.89,1.3
尿,忠,中,Qic,17852,1.7,1.7,1.7,86.5,61.2,35.1,1.89,1.3
尿,忠,中,Qimit,17852,1.7,1.7,1.7,88.8,62.3,38.1,1.89,1.3
尿,忠,中,Qin,17852,1.7,1.7,1.7,88.9,62.8,37.1,1.89,1.3
尿,忠,下,全量,5734,1.6,1.6,1.5,87.3,57.7,33.8,1.83,1.26
尿,忠,下,Qd,5734,1.6,1.6,1.5,89.5,37.4,15.5,1.83,1.26
尿,忠,下,Qe,5734,1.6,1.6,1.5,72.8,29.3,12.5,1.83,1.26
尿,忠,下,Qif,5734,1.6,1.6,1.5,83.3,55.6,33.0,1.83,1.26
尿,忠,下,Qic,5734,1.6,1.6,1.5,88.4,58.5,33.9,1.83,1.26
尿,忠,下,Qimit,5734,1.6,1.6,1.5,88.3,61.9,36.9,1.83,1.26
尿,忠,下,Qin,5734,1.6,1.6,1.5,87.7,61.4,37.6,1.83,1.26
尿,忠,忐,全量,11770,14.9,14.7,14.7,83.5,54.4,34.1,1.99,1.16
尿,忠,忐,Qd,11770,14.9,14.7,14.7,83.7,28.9,11.8,1.99,1.16
尿,忠,忐,Qe,11770,14.9,14.7,14.7,67.5,23.1,9.7,1.99,1.16
尿,忠,忐,Qif,11770,14.9,14.7,14.7,81.9,53.1,33.0,1.99,1.16
尿,忠,忐,Qic,11770,14.9,14.7,14.7,82.7,58.0,37.3,1.99,1.16
尿,忠,忐,Qimit,11770,14.9,14.7,14.7,85.7,59.7,38.9,1.99,1.16
尿,忠,忐,Qin,11770,14.9,14.7,14.7,84.0,60.4,38.1,1.99,1.16
尿,忠,忠,全量,385,4.4,4.4,4.4,84.4,51.2,27.8,1.61,1.02
尿,忠,忠,Qd,385,4.4,4.4,4.4,77.4,35.5,12.9,1.61,1.02
尿,忠,忠,Qe,385,4.4,4.4,4.4,63.6,24.2,0.0,1.61,1.02
尿,忠,忠,Qif,385,4.4,4.4,4.4,83.3,50.0,29.2,1.61,1.02
尿,忠,忠,Qic,385,4.4,4.4,4.4,91.1,51.1,31.1,1.61,1.02
尿,忠,忠,Qimit,385,4.4,4.4,4.4,87.1,56.7,30.9,1.61,1.02
尿,忠,忠,Qin,385,4.4,4.4,4.4,86.5,56.8,36.5,1.61,1.02
尿,忠,忑,全量,686,4.1,4.1,3.8,85.9,52.3,29.9,1.67,1.08
尿,忠,忑,Qd,686,4.1,4.1,3.8,86.0,34.0,12.0,1.67,1.08
尿,忠,忑,Qe,686,4.1,4.1,3.8,72.4,31.0,13.8,1.67,1.08
尿,忠,忑,Qif,686,4.1,4.1,3.8,88.9,51.9,25.9,1.67,1.08
尿,忠,忑,Qic,686,4.1,4.1,3.8,81.0,51.9,27.8,1.67,1.08
尿,忠,忑,Qimit,686,4.1,4.1,3.8,87.0,56.8,35.2,1.67,1.08
尿,忠,忑,Qin,686,4.1,4.1,3.8,87.4,53.5,30.2,1.67,1.08
尿,忑,上,全量,76788,1.6,1.3,1.3,85.7,55.2,32.4,1.8,1.17
尿,忑,上,Qd,76788,1.6,1.3,1.3,84.4,34.8,13.8,1.8,1.17
尿,忑,上,Qe,76788,1.6,1.3,1.3,74.2,29.8,10.7,1.8,1.17
尿,忑,上,Qif,76788,1.6,1.3,1.3,82.5,53.2,31.3,1.8,1.17
尿,忑,上,Qic,76788,1.6,1.3,1.3,85.3,57.6,34.2,1.8,1.17
尿,忑,上,Qimit,76788,1.6,1.3,1.3,86.9,59.2,35.9,1.8,1.17
尿,忑,上,Qin,76788,1.6,1.3,1.3,87.5,59.6,36.2,1.8,1.17
尿,忑,中,全量,14768,0.8,0.7,0.7,86.6,57.0,32.7,1.82,1.24
尿,忑,中,Qd,14768,0.8,0.7,0.7,83.7,32.0,11.6,1.82,1.24
尿,忑,中,Qe,14768,0.8,0.7,0.7,71.5,31.4,9.2,1.82,1.24
尿,忑,中,Qif,14768,0.8,0.7,0.7,84.6,53.3,32.5,1.82,1.24
尿,忑,中,Qic,14768,0.8,0.7,0.7,85.1,60.9,35.9,1.82,1.24
尿,忑,中,Qimit,14768,0.8,0.7,0.7,87.8,60.3,35.7,1.82,1.24
尿,忑,中,Qin,14768,0.8,0.7,0.7,88.6,61.0,35.3,1.82,1.24
尿,忑,下,全量,37734,0.9,0.8,0.8,85.8,55.9,31.5,1.72,1.19
尿,忑,下,Qd,37734,0.9,0.8,0.8,84.3,38.6,10.8,1.72,1.19
尿,忑,下,Qe,37734,0.9,0.8,0.8,75.7,28.9,9.7,1.72,1.19
尿,忑,下,Qif,37734,0.9,0.8,0.8,82.6,52.9,29.7,1.72,1.19
尿,忑,下,Qic,37734,0.9,0.8,0.8,86.5,58.4,33.7,1.72,1.19
尿,忑,下,Qimit,37734,0.9,0.8,0.8,86.9,59.6,35.0,1.72,1.19
尿,忑,下,Qin,37734,0.9,0.8,0.8,87.6,61.0,36.6,1.72,1.19
尿,忑,忐,全量,136083,2.9,2.2,2.2,83.9,54.0,32.5,1.84,1.14
尿,忑,忐,Qd,136083,2.9,2.2,2.2,80.9,31.9,11.2,1.84,1.14
尿,忑,忐,Qe,136083,2.9,2.2,2.2,72.7,30.0,11.8,1.84,1.14
尿,忑,忐,Qif,136083,2.9,2.2,2.2,81.9,53.5,31.1,1.84,1.14
尿,忑,忐,Qic,136083,2.9,2.2,2.2,83.8,56.1,34.4,1.84,1.14
尿,忑,忐,Qimit,136083,2.9,2.2,2.2,85.3,58.0,36.4,1.84,1.14
尿,忑,忐,Qin,136083,2.9,2.2,2.2,85.4,59.3,37.4,1.84,1.14
尿,忑,忠,全量,234528,0.8,0.5,0.5,83.7,53.4,31.6,1.77,1.12
尿,忑,忠,Qd,234528,0.8,0.5,0.5,80.1,32.3,11.9,1.77,1.12
尿,忑,忠,Qe,234528,0.8,0.5,0.5,74.9,31.0,12.4,1.77,1.12
尿,忑,忠,Qif,234528,0.8,0.5,0.5,80.6,52.4,31.0,1.77,1.12
尿,忑,忠,Qic,234528,0.8,0.5,0.5,83.3,55.9,33.9,1.77,1.12
尿,忑,忠,Qimit,234528,0.8,0.5,0.5,85.2,57.5,35.2,1.77,1.12
尿,忑,忠,Qin,234528,0.8,0.5,0.5,85.5,58.8,36.7,1.77,1.12
尿,忑,忑,全量,921600,0.2,0.1,0.1,85.2,57.2,33.9,1.84,1.25
尿,忑,忑,Qd,921600,0.2,0.1,0.1,82.4,42.1,19.5,1.84,1.25
尿,忑,忑,Qe,921600,0.2,0.1,0.1,78.4,38.3,17.5,1.84,1.25
尿,忑,忑,Qif,921600,0.2,0.1,0.1,82.8,55.1,32.4,1.84,1.25
尿,忑,忑,Qic,921600,0.2,0.1,0.1,84.8,58.3,34.8,1.84,1.25
尿,忑,忑,Qimit,921600,0.2,0.1,0.1,86.4,60.2,36.5,1.84,1.25
尿,忑,忑,Qin,921600,0.2,0.1,0.1,86.1,60.8,37.5,1.84,1.25
